ecodistrict,year,model,scenario,tmin,prcp,ivpd,itmin,iphoto
221,2003,RCM4,RCP45,-11.4156164383562,24.9,363.591307692308,92.8857142857143,218.504166666667
221,2004,RCM4,RCP45,-14.0408219178082,19.74,362.946572307692,73.6428571428572,218.504166666667
221,2005,RCM4,RCP45,-10.9271232876712,26.44,364.078098461539,79.1142857142857,218.504166666667
221,2006,RCM4,RCP45,-11.8021917808219,21.42,363.272670769231,96.0285714285714,218.504166666667
221,2007,RCM4,RCP45,-12.6728767123288,22.92,364.795363076923,82.6,218.504166666667
221,2008,RCM4,RCP45,-12.8243835616438,29.76,364.781350769231,80.1285714285714,218.504166666667
221,2009,RCM4,RCP45,-12.6805479452055,34.29,364.871064615385,83.7714285714286,218.504166666667
221,2010,RCM4,RCP45,-10.2424657534247,31.4,364.069621538462,89.8714285714286,218.504166666667
221,2090,RCM4,RCP45,-5.92904109589041,26.48,362.247824615385,119.614285714286,218.504166666667
221,2091,RCM4,RCP45,-6.90301369863014,21.86,360.580769230769,113,218.504166666667
221,2092,RCM4,RCP45,-6.37671232876712,31.03,363.39024,119.385714285714,218.504166666667
221,2093,RCM4,RCP45,-5.00246575342466,34.25,360.067935384615,119.842857142857,218.504166666667
221,2094,RCM4,RCP45,-5.18301369863013,18.42,361.362566153846,135.171428571429,218.504166666667
221,2095,RCM4,RCP45,-6.70986301369863,20.22,362.655858461538,131.585714285714,218.504166666667
221,2096,RCM4,RCP45,-6.11397260273973,21.63,363.603596923077,120.714285714286,218.504166666667
221,2097,RCM4,RCP45,-6.26904109589041,22.29,362.665852307692,101.385714285714,218.504166666667
221,2098,RCM4,RCP45,-6.42493150684931,24.97,362.023975384615,126.7,218.504166666667
221,2099,RCM4,RCP45,-6.21205479452055,25.1,361.414852307692,122.614285714286,218.504166666667
221,2100,RCM4,RCP45,-5.19972602739726,26.19,360.737313846154,116.1,218.504166666667
221,2000,GCM4,RCP45,-11.792602739726,18.71,364.017824615385,80.8428571428572,218.504166666667
221,2001,GCM4,RCP45,-10.7747945205479,20.09,363.924301538462,87.7428571428572,218.504166666667
221,2002,GCM4,RCP45,-11.127397260274,28.58,363.8722,79.1142857142857,218.504166666667
221,2003,GCM4,RCP45,-11.4156164383562,24.9,363.591307692308,92.8857142857143,218.504166666667
221,2004,GCM4,RCP45,-14.0408219178082,19.74,362.946572307692,73.6428571428572,218.504166666667
221,2005,GCM4,RCP45,-10.9271232876712,26.44,364.078098461539,79.1142857142857,218.504166666667
221,2006,GCM4,RCP45,-11.8021917808219,21.42,363.272670769231,96.0285714285714,218.504166666667
221,2007,GCM4,RCP45,-12.6728767123288,22.92,364.795363076923,82.6,218.504166666667
221,2008,GCM4,RCP45,-12.8243835616438,29.76,364.781350769231,80.1285714285714,218.504166666667
221,2009,GCM4,RCP45,-12.6805479452055,34.29,364.871064615385,83.7714285714286,218.504166666667
221,2010,GCM4,RCP45,-10.2424657534247,31.4,364.069621538462,89.8714285714286,218.504166666667
221,2090,GCM4,RCP45,-4.95123287671233,22.19,362.607535384615,122.757142857143,218.504166666667
221,2091,GCM4,RCP45,-5.20739726027398,28.73,362.836830769231,124.514285714286,218.504166666667
221,2092,GCM4,RCP45,-5.72219178082191,33.11,361.600443076923,122.8,218.504166666667
221,2093,GCM4,RCP45,-4.53890410958904,36.03,362.615009230769,128.428571428571,218.504166666667
221,2094,GCM4,RCP45,-5.30547945205479,28.72,362.19328,116.542857142857,218.504166666667
221,2095,GCM4,RCP45,-5.31534246575343,21.24,363.120316923077,108.114285714286,218.504166666667
221,2096,GCM4,RCP45,-5.12767123287671,27.06,362.292347692308,107.971428571429,218.504166666667
221,2097,GCM4,RCP45,-3.91315068493151,27.94,362.564913846154,137.942857142857,218.504166666667
221,2098,GCM4,RCP45,-5.13369863013698,35.85,362.098615384615,115.614285714286,218.504166666667
221,2099,GCM4,RCP45,-7.60438356164385,37.25,363.221596923077,112.042857142857,218.504166666667
221,2100,GCM4,RCP45,-5.34849315068494,36.86,362.337233846154,121.128571428571,218.504166666667
221,2000,Hadley,RCP45,-11.792602739726,18.71,364.017824615385,80.8428571428572,218.504166666667
221,2001,Hadley,RCP45,-10.7747945205479,20.09,363.924301538462,87.7428571428572,218.504166666667
221,2002,Hadley,RCP45,-11.127397260274,28.58,363.8722,79.1142857142857,218.504166666667
221,2003,Hadley,RCP45,-11.4156164383562,24.9,363.591307692308,92.8857142857143,218.504166666667
221,2004,Hadley,RCP45,-14.0408219178082,19.74,362.946572307692,73.6428571428572,218.504166666667
221,2005,Hadley,RCP45,-10.9271232876712,26.44,364.078098461539,79.1142857142857,218.504166666667
221,2006,Hadley,RCP45,-11.8021917808219,21.42,363.272670769231,96.0285714285714,218.504166666667
221,2007,Hadley,RCP45,-12.6728767123288,22.92,364.795363076923,82.6,218.504166666667
221,2008,Hadley,RCP45,-12.8243835616438,29.76,364.781350769231,80.1285714285714,218.504166666667
221,2009,Hadley,RCP45,-12.6805479452055,34.29,364.871064615385,83.7714285714286,218.504166666667
221,2010,Hadley,RCP45,-10.2424657534247,31.4,364.069621538462,89.8714285714286,218.504166666667
221,2090,Hadley,RCP45,-7.25534246575343,35.6,361.053901538462,117.242857142857,218.504166666667
221,2091,Hadley,RCP45,-7.16931506849315,55.5,361.864547692308,114.514285714286,218.504166666667
221,2092,Hadley,RCP45,-9.37698630136987,43.18,362.267061538462,109.957142857143,218.504166666667
221,2093,Hadley,RCP45,-8.91452054794521,33.51,362.531221538462,113.628571428571,218.504166666667
221,2094,Hadley,RCP45,-6.42575342465754,42.84,361.468132307692,130.614285714286,218.504166666667
221,2095,Hadley,RCP45,-7.1945205479452,37.04,361.546683076923,119.557142857143,218.504166666667
221,2096,Hadley,RCP45,-8.1868493150685,32,363.157972307692,110.3,218.504166666667
221,2097,Hadley,RCP45,-7.67013698630137,29.96,363.274246153846,107.485714285714,218.504166666667
221,2098,Hadley,RCP45,-8.03835616438357,26.24,363.001366153846,118.2,218.504166666667
221,2099,Hadley,RCP45,-7.79835616438357,31.92,361.987129230769,125.5,218.504166666667
221,2100,Hadley,RCP45,-8.21917808219178,37.2,362.285495384615,113.957142857143,218.504166666667
221,2000,RCM4,RCP85,-11.792602739726,18.71,364.017824615385,80.8428571428572,218.504166666667
221,2001,RCM4,RCP85,-10.7747945205479,20.09,363.924301538462,87.7428571428572,218.504166666667
221,2002,RCM4,RCP85,-11.127397260274,28.58,363.8722,79.1142857142857,218.504166666667
221,2003,RCM4,RCP85,-11.4156164383562,24.9,363.591307692308,92.8857142857143,218.504166666667
221,2004,RCM4,RCP85,-14.0408219178082,19.74,362.946572307692,73.6428571428572,218.504166666667
221,2005,RCM4,RCP85,-10.9271232876712,26.44,364.078098461539,79.1142857142857,218.504166666667
221,2006,RCM4,RCP85,-11.8021917808219,21.42,363.272670769231,96.0285714285714,218.504166666667
221,2007,RCM4,RCP85,-12.6728767123288,22.92,364.795363076923,82.6,218.504166666667
221,2008,RCM4,RCP85,-12.8243835616438,29.76,364.781350769231,80.1285714285714,218.504166666667
221,2009,RCM4,RCP85,-12.6805479452055,34.29,364.871064615385,83.7714285714286,218.504166666667
221,2010,RCM4,RCP85,-10.2424657534247,31.4,364.069621538462,89.8714285714286,218.504166666667
221,2090,RCM4,RCP85,-3.48465753424658,37.79,361.932030769231,152.614285714286,218.504166666667
221,2091,RCM4,RCP85,-3.94082191780822,37.97,360.745461538462,139.314285714286,218.504166666667
221,2092,RCM4,RCP85,-2.36027397260274,34.14,360.862030769231,155.614285714286,218.504166666667
221,2093,RCM4,RCP85,-2.59616438356164,37.93,359.31224,157.371428571429,218.504166666667
221,2094,RCM4,RCP85,-1.69780821917808,30.36,361.039246153846,161.3,218.504166666667
221,2095,RCM4,RCP85,-2.94794520547945,34.67,360.838652307692,139.071428571429,218.504166666667
221,2096,RCM4,RCP85,-3.53013698630137,39.14,361.804193846154,145.342857142857,218.504166666667
221,2097,RCM4,RCP85,-2.3427397260274,24.59,360.934732307692,147.014285714286,218.504166666667
221,2098,RCM4,RCP85,-3.15041095890411,36.96,361.393233846154,144.414285714286,218.504166666667
221,2099,RCM4,RCP85,-2.10191780821918,44.15,360.294796923077,144.957142857143,218.504166666667
221,2100,RCM4,RCP85,-2.7372602739726,32.64,360.185132307692,148.7,218.504166666667
221,2000,GCM4,RCP85,-11.792602739726,18.71,364.017824615385,80.8428571428572,218.504166666667
221,2001,GCM4,RCP85,-10.7747945205479,20.09,363.924301538462,87.7428571428572,218.504166666667
221,2002,GCM4,RCP85,-11.127397260274,28.58,363.8722,79.1142857142857,218.504166666667
221,2003,GCM4,RCP85,-11.4156164383562,24.9,363.591307692308,92.8857142857143,218.504166666667
221,2004,GCM4,RCP85,-14.0408219178082,19.74,362.946572307692,73.6428571428572,218.504166666667
221,2005,GCM4,RCP85,-10.9271232876712,26.44,364.078098461539,79.1142857142857,218.504166666667
221,2006,GCM4,RCP85,-11.8021917808219,21.42,363.272670769231,96.0285714285714,218.504166666667
221,2007,GCM4,RCP85,-12.6728767123288,22.92,364.795363076923,82.6,218.504166666667
221,2008,GCM4,RCP85,-12.8243835616438,29.76,364.781350769231,80.1285714285714,218.504166666667
221,2009,GCM4,RCP85,-12.6805479452055,34.29,364.871064615385,83.7714285714286,218.504166666667
221,2010,GCM4,RCP85,-10.2424657534247,31.4,364.069621538462,89.8714285714286,218.504166666667
221,2090,GCM4,RCP85,-1.65726027397261,31.06,358.709018461538,152.871428571429,218.504166666667
221,2091,GCM4,RCP85,-1.71178082191781,35.36,358.696935384615,150.114285714286,218.504166666667
221,2092,GCM4,RCP85,-2.79205479452055,35.87,361.053756923077,149.628571428572,218.504166666667
221,2093,GCM4,RCP85,-3.32712328767123,35.67,358.071178461538,132.085714285714,218.504166666667
221,2094,GCM4,RCP85,-2.35726027397261,26.07,358.232744615385,152.685714285714,218.504166666667
221,2095,GCM4,RCP85,-2.09424657534246,19.43,361.29732,136.742857142857,218.504166666667
221,2096,GCM4,RCP85,-1.1427397260274,33.95,358.472473846154,158.657142857143,218.504166666667
221,2097,GCM4,RCP85,-2.28958904109589,23.79,359.800458461539,154.557142857143,218.504166666667
221,2098,GCM4,RCP85,-2.14,28.17,360.214452307692,144.942857142857,218.504166666667
221,2099,GCM4,RCP85,-1.17342465753425,47.95,358.03372,161.185714285714,218.504166666667
221,2100,GCM4,RCP85,-1.45917808219178,44.3,359.158852307692,153.8,218.504166666667
221,2000,Hadley,RCP85,-11.792602739726,18.71,364.017824615385,80.8428571428572,218.504166666667
221,2001,Hadley,RCP85,-10.7747945205479,20.09,363.924301538462,87.7428571428572,218.504166666667
221,2002,Hadley,RCP85,-11.127397260274,28.58,363.8722,79.1142857142857,218.504166666667
221,2003,Hadley,RCP85,-11.4156164383562,24.9,363.591307692308,92.8857142857143,218.504166666667
221,2004,Hadley,RCP85,-14.0408219178082,19.74,362.946572307692,73.6428571428572,218.504166666667
221,2005,Hadley,RCP85,-10.9271232876712,26.44,364.078098461539,79.1142857142857,218.504166666667
221,2006,Hadley,RCP85,-11.8021917808219,21.42,363.272670769231,96.0285714285714,218.504166666667
221,2007,Hadley,RCP85,-12.6728767123288,22.92,364.795363076923,82.6,218.504166666667
221,2008,Hadley,RCP85,-12.8243835616438,29.76,364.781350769231,80.1285714285714,218.504166666667
221,2009,Hadley,RCP85,-12.6805479452055,34.29,364.871064615385,83.7714285714286,218.504166666667
221,2010,Hadley,RCP85,-10.2424657534247,31.4,364.069621538462,89.8714285714286,218.504166666667
221,2090,Hadley,RCP85,-3.53835616438356,48.73,357.074747692308,148.142857142857,218.504166666667
221,2091,Hadley,RCP85,-4.61616438356165,42.23,357.321224615385,135.928571428571,218.504166666667
221,2092,Hadley,RCP85,-4.29260273972603,35.71,358.061492307692,145.214285714286,218.504166666667
221,2093,Hadley,RCP85,-4.2304109589041,44.76,358.063473846154,140.042857142857,218.504166666667
221,2094,Hadley,RCP85,-4.23917808219178,55.58,358.319489230769,136.385714285714,218.504166666667
221,2095,Hadley,RCP85,-4.04356164383561,38.7,360.781938461538,130.957142857143,218.504166666667
221,2096,Hadley,RCP85,-3.67945205479452,49.18,359.535572307692,148.628571428571,218.504166666667
221,2097,Hadley,RCP85,-4.82821917808219,33.42,359.984726153846,138.757142857143,218.504166666667
221,2098,Hadley,RCP85,-4.55561643835617,28.93,357.403455384615,143.042857142857,218.504166666667
221,2099,Hadley,RCP85,-3.29260273972603,46.51,359.581633846154,134.1,218.504166666667
221,2100,Hadley,RCP85,-4.21616438356164,32.84,359.450326153846,151.157142857143,218.504166666667
222,2000,RCM4,RCP45,-9.64493150684931,26.5,362.117867692308,108.2,219.650833333333
222,2001,RCM4,RCP45,-9.16054794520548,22.75,357.960052307692,113.657142857143,219.650833333333
222,2002,RCM4,RCP45,-9.17013698630138,29.33,360.430732307692,107.657142857143,219.650833333333
222,2003,RCM4,RCP45,-9.66109589041097,26.67,359.762507692308,112.928571428571,219.650833333333
222,2004,RCM4,RCP45,-10.701095890411,32.66,356.967504615385,102.228571428571,219.650833333333
222,2005,RCM4,RCP45,-8.76410958904109,30.54,362.669993846154,112.128571428571,219.650833333333
222,2006,RCM4,RCP45,-9.40219178082192,33.68,361.53884,125.471428571429,219.650833333333
222,2007,RCM4,RCP45,-10.2265753424657,30.16,363.145627692308,109.4,219.650833333333
222,2008,RCM4,RCP45,-10.7909589041096,29.34,362.452741538462,117.514285714286,219.650833333333
222,2009,RCM4,RCP45,-11.012602739726,37.71,362.158249230769,116,219.650833333333
222,2010,RCM4,RCP45,-8.51780821917808,45.46,361.562049230769,110.985714285714,219.650833333333
222,2090,RCM4,RCP45,-5.50109589041096,45.56,358.040258461538,140.1,219.650833333333
222,2091,RCM4,RCP45,-5.1813698630137,35.2,360.980212307692,149.342857142857,219.650833333333
222,2092,RCM4,RCP45,-5.31452054794521,35.97,359.850215384615,133.371428571429,219.650833333333
222,2093,RCM4,RCP45,-5.88301369863014,30.81,360.026735384615,148.9,219.650833333333
222,2094,RCM4,RCP45,-6.28712328767124,32.09,357.468181538462,136.042857142857,219.650833333333
222,2095,RCM4,RCP45,-4.7468493150685,29.59,361.294132307692,151.128571428572,219.650833333333
222,2096,RCM4,RCP45,-4.28876712328767,28.85,360.596144615385,136.442857142857,219.650833333333
222,2097,RCM4,RCP45,-6.13506849315068,34.06,358.25664,146.942857142857,219.650833333333
222,2098,RCM4,RCP45,-7.2517808219178,28.15,359.044830769231,136.814285714286,219.650833333333
222,2099,RCM4,RCP45,-5.63095890410959,23.29,358.074606153846,145.471428571429,219.650833333333
222,2100,RCM4,RCP45,-4.9254794520548,33.41,358.840409230769,152.128571428571,219.650833333333
222,2000,GCM4,RCP45,-9.64493150684931,26.5,362.117867692308,108.2,219.650833333333
222,2001,GCM4,RCP45,-9.16054794520548,22.75,357.960052307692,113.657142857143,219.650833333333
222,2002,GCM4,RCP45,-9.17013698630138,29.33,360.430732307692,107.657142857143,219.650833333333
222,2003,GCM4,RCP45,-9.66109589041097,26.67,359.762507692308,112.928571428571,219.650833333333
222,2004,GCM4,RCP45,-10.701095890411,32.66,356.967504615385,102.228571428571,219.650833333333
222,2005,GCM4,RCP45,-8.76410958904109,30.54,362.669993846154,112.128571428571,219.650833333333
222,2006,GCM4,RCP45,-9.40219178082192,33.68,361.53884,125.471428571429,219.650833333333
222,2007,GCM4,RCP45,-10.2265753424657,32.1,363.145627692308,109.4,219.650833333333
222,2008,GCM4,RCP45,-10.7909589041096,28.7,362.452741538462,117.514285714286,219.650833333333
222,2009,GCM4,RCP45,-11.012602739726,37.78,362.158249230769,116,219.650833333333
222,2010,GCM4,RCP45,-8.51780821917808,45.46,361.562049230769,110.985714285714,219.650833333333
222,2090,GCM4,RCP45,-5.87315068493151,40.07,358.837467692308,139.157142857143,219.650833333333
222,2091,GCM4,RCP45,-4.88328767123288,27.35,355.461230769231,139.485714285714,219.650833333333
222,2092,GCM4,RCP45,-3.80657534246576,38.53,358.456098461538,137.5,219.650833333333
222,2093,GCM4,RCP45,-5.22904109589041,34.72,355.745021538462,127.942857142857,219.650833333333
222,2094,GCM4,RCP45,-5.48054794520548,35.51,358.630864615385,137.1,219.650833333333
222,2095,GCM4,RCP45,-4.15205479452055,32.08,356.679166153846,140.2,219.650833333333
222,2096,GCM4,RCP45,-5.22246575342466,32.16,357.198323076923,130.071428571429,219.650833333333
222,2097,GCM4,RCP45,-5.27534246575342,26.89,357.418587692308,138.771428571429,219.650833333333
222,2098,GCM4,RCP45,-5.24054794520547,37.14,359.291267692308,138.642857142857,219.650833333333
222,2099,GCM4,RCP45,-4.03452054794521,34.45,357.127710769231,146.7,219.650833333333
222,2100,GCM4,RCP45,-5.79424657534246,32.15,356.363747692308,133.885714285714,219.650833333333
222,2000,Hadley,RCP45,-9.64493150684931,26.5,362.117867692308,108.2,219.650833333333
222,2001,Hadley,RCP45,-9.16054794520548,22.75,357.960052307692,113.657142857143,219.650833333333
222,2002,Hadley,RCP45,-9.17013698630138,29.33,360.430732307692,107.657142857143,219.650833333333
222,2003,Hadley,RCP45,-9.66109589041097,26.67,359.762507692308,112.928571428571,219.650833333333
222,2004,Hadley,RCP45,-10.701095890411,32.66,356.967504615385,102.228571428571,219.650833333333
222,2005,Hadley,RCP45,-8.76410958904109,30.54,362.669993846154,112.128571428571,219.650833333333
222,2006,Hadley,RCP45,-9.40219178082192,33.68,361.53884,125.471428571429,219.650833333333
222,2007,Hadley,RCP45,-10.2265753424657,27.97,363.145627692308,109.4,219.650833333333
222,2008,Hadley,RCP45,-10.7909589041096,27.83,362.452741538462,117.514285714286,219.650833333333
222,2009,Hadley,RCP45,-11.012602739726,28.48,362.158249230769,116,219.650833333333
222,2010,Hadley,RCP45,-8.51780821917808,45.46,361.562049230769,110.985714285714,219.650833333333
222,2090,Hadley,RCP45,-7.17150684931507,37.89,358.435676923077,128.914285714286,219.650833333333
222,2091,Hadley,RCP45,-5.52684931506849,30.16,359.066953846154,132.971428571429,219.650833333333
222,2092,Hadley,RCP45,-6.80082191780821,34.51,358.996144615385,127.142857142857,219.650833333333
222,2093,Hadley,RCP45,-7.00904109589042,36.9,358.434335384615,137.5,219.650833333333
222,2094,Hadley,RCP45,-5.43150684931506,45.52,359.854753846154,133.828571428571,219.650833333333
222,2095,Hadley,RCP45,-5.21013698630137,51.07,358.392972307692,128.357142857143,219.650833333333
222,2096,Hadley,RCP45,-7.89808219178082,39.13,359.849975384615,126.542857142857,219.650833333333
222,2097,Hadley,RCP45,-5.86657534246576,43.53,357.367827692308,137.857142857143,219.650833333333
222,2098,Hadley,RCP45,-6.37178082191781,37.79,360.548935384615,128.5,219.650833333333
222,2099,Hadley,RCP45,-6.74191780821918,33.98,360.365861538462,127.585714285714,219.650833333333
222,2100,Hadley,RCP45,-6.15205479452055,39.4,361.524572307692,134.028571428571,219.650833333333
222,2000,RCM4,RCP85,-9.64493150684931,26.5,362.117867692308,108.2,219.650833333333
222,2001,RCM4,RCP85,-9.16054794520548,22.75,357.960052307692,113.657142857143,219.650833333333
222,2002,RCM4,RCP85,-9.17013698630138,29.33,360.430732307692,107.657142857143,219.650833333333
222,2003,RCM4,RCP85,-9.66109589041097,26.67,359.762507692308,112.928571428571,219.650833333333
222,2004,RCM4,RCP85,-10.701095890411,32.66,356.967504615385,102.228571428571,219.650833333333
222,2005,RCM4,RCP85,-8.76410958904109,30.54,362.669993846154,112.128571428571,219.650833333333
222,2006,RCM4,RCP85,-9.40219178082192,33.68,361.53884,125.471428571429,219.650833333333
222,2007,RCM4,RCP85,-10.2265753424657,26.43,363.145627692308,109.4,219.650833333333
222,2008,RCM4,RCP85,-10.7909589041096,28.86,362.452741538462,117.514285714286,219.650833333333
222,2009,RCM4,RCP85,-11.012602739726,33.65,362.158249230769,116,219.650833333333
222,2010,RCM4,RCP85,-8.51780821917808,45.46,361.562049230769,110.985714285714,219.650833333333
222,2090,RCM4,RCP85,-3.04986301369863,47.63,358.849750769231,144.328571428571,219.650833333333
222,2091,RCM4,RCP85,-0.663287671232878,26.71,357.622372307692,164.542857142857,219.650833333333
222,2092,RCM4,RCP85,-3.64301369863013,38.18,356.673123076923,150.814285714286,219.650833333333
222,2093,RCM4,RCP85,-3.09835616438356,40.3,358.52576,158.628571428571,219.650833333333
222,2094,RCM4,RCP85,-1.67616438356164,51.84,357.988369230769,165.028571428571,219.650833333333
222,2095,RCM4,RCP85,-2.51178082191781,59.78,356.5588,160.1,219.650833333333
222,2096,RCM4,RCP85,-2.7641095890411,35.43,356.877073846154,153.971428571429,219.650833333333
222,2097,RCM4,RCP85,-2.64904109589041,37.06,357.575366153846,166.271428571429,219.650833333333
222,2098,RCM4,RCP85,-2.6613698630137,38.83,358.418849230769,164.5,219.650833333333
222,2099,RCM4,RCP85,-2.34931506849315,36.75,354.96204,155.514285714286,219.650833333333
222,2100,RCM4,RCP85,-2.86712328767123,37.61,358.047824615385,152.328571428571,219.650833333333
222,2000,GCM4,RCP85,-9.64493150684931,26.5,362.117867692308,108.2,219.650833333333
222,2001,GCM4,RCP85,-9.16054794520548,22.75,357.960052307692,113.657142857143,219.650833333333
222,2002,GCM4,RCP85,-9.17013698630138,29.33,360.430732307692,107.657142857143,219.650833333333
222,2003,GCM4,RCP85,-9.66109589041097,26.67,359.762507692308,112.928571428571,219.650833333333
222,2004,GCM4,RCP85,-10.701095890411,32.66,356.967504615385,102.228571428571,219.650833333333
222,2005,GCM4,RCP85,-8.76410958904109,30.54,362.669993846154,112.128571428571,219.650833333333
222,2006,GCM4,RCP85,-9.40219178082192,33.68,361.53884,125.471428571429,219.650833333333
222,2007,GCM4,RCP85,-10.2265753424657,28.42,363.145627692308,109.4,219.650833333333
222,2008,GCM4,RCP85,-10.7909589041096,28.73,362.452741538462,117.514285714286,219.650833333333
222,2009,GCM4,RCP85,-11.012602739726,31.73,362.158249230769,116,219.650833333333
222,2010,GCM4,RCP85,-8.51780821917808,45.46,361.562049230769,110.985714285714,219.650833333333
222,2090,GCM4,RCP85,-2.68191780821918,24.22,353.407741538462,145.728571428571,219.650833333333
222,2091,GCM4,RCP85,-2.72931506849315,33.22,353.273473846154,154.385714285714,219.650833333333
222,2092,GCM4,RCP85,-1.34575342465753,32.98,350.032335384615,165.414285714286,219.650833333333
222,2093,GCM4,RCP85,-2.40027397260274,44.78,352.560578461538,160.485714285714,219.650833333333
222,2094,GCM4,RCP85,-0.507671232876712,42.72,348.417135384616,164.028571428571,219.650833333333
222,2095,GCM4,RCP85,-2.11232876712329,45.17,353.399670769231,166.585714285714,219.650833333333
222,2096,GCM4,RCP85,-2.34246575342466,48.87,353.651692307692,163.214285714286,219.650833333333
222,2097,GCM4,RCP85,-2.29013698630137,40.92,354.125495384615,153.714285714286,219.650833333333
222,2098,GCM4,RCP85,-2.89424657534246,33.49,352.510581538461,154.728571428571,219.650833333333
222,2099,GCM4,RCP85,-0.939452054794523,31.05,352.263129230769,167.871428571429,219.650833333333
222,2100,GCM4,RCP85,-1.42630136986302,34.28,354.049403076923,174.014285714286,219.650833333333
222,2000,Hadley,RCP85,-9.64493150684931,26.5,362.117867692308,108.2,219.650833333333
222,2001,Hadley,RCP85,-9.16054794520548,22.75,357.960052307692,113.657142857143,219.650833333333
222,2002,Hadley,RCP85,-9.17013698630138,29.33,360.430732307692,107.657142857143,219.650833333333
222,2003,Hadley,RCP85,-9.66109589041097,26.67,359.762507692308,112.928571428571,219.650833333333
222,2004,Hadley,RCP85,-10.701095890411,32.66,356.967504615385,102.228571428571,219.650833333333
222,2005,Hadley,RCP85,-8.76410958904109,30.54,362.669993846154,112.128571428571,219.650833333333
222,2006,Hadley,RCP85,-9.40219178082192,33.68,361.53884,125.471428571429,219.650833333333
222,2007,Hadley,RCP85,-10.2265753424657,28.95,363.145627692308,109.4,219.650833333333
222,2008,Hadley,RCP85,-10.7909589041096,28.82,362.452741538462,117.514285714286,219.650833333333
222,2009,Hadley,RCP85,-11.012602739726,34.55,362.158249230769,116,219.650833333333
222,2010,Hadley,RCP85,-8.51780821917808,45.46,361.562049230769,110.985714285714,219.650833333333
222,2090,Hadley,RCP85,-1.37835616438356,30.08,353.28884,161.342857142857,219.650833333333
222,2091,Hadley,RCP85,-1.52246575342466,46.43,352.597,168.157142857143,219.650833333333
222,2092,Hadley,RCP85,-0.946027397260273,29.54,353.944347692308,166.514285714286,219.650833333333
222,2093,Hadley,RCP85,-2.55342465753425,29.38,347.856507692308,162.414285714286,219.650833333333
222,2094,Hadley,RCP85,-1.52794520547945,36.55,352.106003076923,165.557142857143,219.650833333333
222,2095,Hadley,RCP85,-2.14164383561644,37.28,352.404033846154,159.714285714286,219.650833333333
222,2096,Hadley,RCP85,-1.71835616438356,42.66,348.432196923077,168.742857142857,219.650833333333
222,2097,Hadley,RCP85,-2.50657534246576,49.81,353.558649230769,162.814285714286,219.650833333333
222,2098,Hadley,RCP85,-1.57917808219178,50.35,349.290086153846,167.7,219.650833333333
222,2099,Hadley,RCP85,-2.60493150684931,38.17,353.161701538462,146.828571428571,219.650833333333
222,2100,Hadley,RCP85,-1.87589041095891,53.33,354.168772307692,157.814285714286,219.650833333333
223,2000,RCM4,RCP45,-12.9076712328767,25.28,363.954172307692,82.4428571428572,215.549722222222
223,2001,RCM4,RCP45,-13.3854794520548,23.49,364.619166153846,76.2714285714286,215.549722222222
223,2002,RCM4,RCP45,-13.7145205479452,17.12,364.608735384615,77.6285714285714,215.549722222222
223,2003,RCM4,RCP45,-13.4646575342466,25.14,364.660550769231,78.7571428571429,215.549722222222
223,2004,RCM4,RCP45,-16.2898630136986,21.67,364.293406153846,65.4428571428572,215.549722222222
223,2005,RCM4,RCP45,-13.58,23.75,364.741095384615,68.3428571428571,215.549722222222
223,2006,RCM4,RCP45,-10.8364383561644,16.89,363.875101538462,97.8285714285714,215.549722222222
223,2007,RCM4,RCP45,-13.5805479452055,20.15,364.238464615385,74.8571428571429,215.549722222222
223,2008,RCM4,RCP45,-13.5605479452055,24.75,364.876735384615,78.3285714285714,215.549722222222
223,2009,RCM4,RCP45,-13.2958904109589,17.31,365,76.8428571428571,215.549722222222
223,2010,RCM4,RCP45,-10.9605479452055,23.65,364.792455384615,90.3571428571429,215.549722222222
223,2090,RCM4,RCP45,-10.1720547945206,26.17,364.578950769231,96.5857142857143,215.549722222222
223,2091,RCM4,RCP45,-8.80904109589041,36.19,364.342544615385,116.471428571429,215.549722222222
223,2092,RCM4,RCP45,-9.07589041095891,20.8,364.759184615385,111.771428571429,215.549722222222
223,2093,RCM4,RCP45,-10.0339726027397,35.48,364.386046153846,104.8,215.549722222222
223,2094,RCM4,RCP45,-9.19178082191781,27.07,364.696652307692,96.4571428571429,215.549722222222
223,2095,RCM4,RCP45,-7.67205479452054,30,364.659052307692,102.9,215.549722222222
223,2096,RCM4,RCP45,-9.49342465753425,26.25,364.630144615385,98.5714285714286,215.549722222222
223,2097,RCM4,RCP45,-10.0276712328767,28.57,364.70784,104.057142857143,215.549722222222
223,2098,RCM4,RCP45,-8.5213698630137,20.95,364.674403076923,112.585714285714,215.549722222222
223,2099,RCM4,RCP45,-9.32000000000001,20.45,364.862935384615,105.828571428571,215.549722222222
223,2100,RCM4,RCP45,-9.05369863013698,22.2,364.618649230769,105.157142857143,215.549722222222
223,2000,GCM4,RCP45,-12.9076712328767,25.28,363.954172307692,82.4428571428572,215.549722222222
223,2001,GCM4,RCP45,-13.3854794520548,23.49,364.619166153846,76.2714285714286,215.549722222222
223,2002,GCM4,RCP45,-13.7145205479452,17.12,364.608735384615,77.6285714285714,215.549722222222
223,2003,GCM4,RCP45,-13.4646575342466,25.14,364.660550769231,78.7571428571429,215.549722222222
223,2004,GCM4,RCP45,-16.2898630136986,21.67,364.293406153846,65.4428571428572,215.549722222222
