ecodistrict,year,model,scenario,tmin,prcp,ivpd,itmin,iphoto
197,2003,RCM4,RCP45,-11.3005479452055,31.86,360.483572307692,97.3571428571429,220.385277777778
197,2004,RCM4,RCP45,-12.0860273972603,31.35,359.111332307692,94.2,220.385277777778
197,2005,RCM4,RCP45,-10.1613698630137,31.52,362.875083076923,102.528571428571,220.385277777778
197,2006,RCM4,RCP45,-10.8397260273973,35.9,361.390018461539,112.385714285714,220.385277777778
197,2007,RCM4,RCP45,-11.1243835616438,31.85,363.151836923077,101.471428571429,220.385277777778
197,2008,RCM4,RCP45,-11.9983561643836,31.9,361.857107692308,106.542857142857,220.385277777778
197,2009,RCM4,RCP45,-12.1315068493151,43.42,362.028452307692,109.542857142857,220.385277777778
197,2010,RCM4,RCP45,-9.74383561643836,48.63,362.492815384615,99.6142857142857,220.385277777778
197,2090,RCM4,RCP45,-5.13534246575343,25.74,361.74088,127.5,220.385277777778
197,2091,RCM4,RCP45,-8.24,40.3,362.599716923077,109.814285714286,220.385277777778
197,2092,RCM4,RCP45,-8.19890410958904,31.19,361.198126153846,111.228571428571,220.385277777778
197,2093,RCM4,RCP45,-7.37287671232877,24.54,360.531267692308,133.942857142857,220.385277777778
197,2094,RCM4,RCP45,-7.24164383561644,25.52,362.036966153846,126.185714285714,220.385277777778
197,2095,RCM4,RCP45,-7.42684931506849,23.55,362.266298461538,127.857142857143,220.385277777778
197,2096,RCM4,RCP45,-8.11753424657534,50.27,359.485163076923,129.528571428571,220.385277777778
197,2097,RCM4,RCP45,-7.83890410958904,28.79,361.763941538462,124.514285714286,220.385277777778
197,2098,RCM4,RCP45,-8.27808219178082,23.1,360.998175384615,127.585714285714,220.385277777778
197,2099,RCM4,RCP45,-6.98356164383562,31.84,359.867409230769,127.742857142857,220.385277777778
197,2100,RCM4,RCP45,-8.19232876712329,24.74,359.045535384615,122.3,220.385277777778
197,2000,GCM4,RCP45,-11.138904109589,29.01,363.648827692308,98.4714285714285,220.385277777778
197,2001,GCM4,RCP45,-11.1156164383562,24.2,361.485476923077,103.942857142857,220.385277777778
197,2002,GCM4,RCP45,-11.3090410958904,29.59,363.340510769231,94.2571428571429,220.385277777778
197,2003,GCM4,RCP45,-11.3005479452055,31.86,360.483572307692,97.3571428571429,220.385277777778
197,2004,GCM4,RCP45,-12.0860273972603,31.35,359.111332307692,94.2,220.385277777778
197,2005,GCM4,RCP45,-10.1613698630137,31.52,362.875083076923,102.528571428571,220.385277777778
197,2006,GCM4,RCP45,-10.8397260273973,35.9,361.390018461539,112.385714285714,220.385277777778
197,2007,GCM4,RCP45,-11.1243835616438,33.82,363.151836923077,101.471428571429,220.385277777778
197,2008,GCM4,RCP45,-11.9983561643836,31.9,361.857107692308,106.542857142857,220.385277777778
197,2009,GCM4,RCP45,-12.1315068493151,44,362.028452307692,109.542857142857,220.385277777778
197,2010,GCM4,RCP45,-9.74383561643836,48.63,362.492815384615,99.6142857142857,220.385277777778
197,2090,GCM4,RCP45,-7.44958904109589,28.46,357.942055384615,123.928571428571,220.385277777778
197,2091,GCM4,RCP45,-7.83342465753425,38.83,359.564233846154,132.9,220.385277777778
197,2092,GCM4,RCP45,-6.91041095890412,37.89,359.926473846154,130.685714285714,220.385277777778
197,2093,GCM4,RCP45,-7.08986301369863,37.95,360.144787692308,127.671428571429,220.385277777778
197,2094,GCM4,RCP45,-6.27452054794521,42.1,359.122015384615,130.742857142857,220.385277777778
197,2095,GCM4,RCP45,-6.9758904109589,34.61,357.32292,121.714285714286,220.385277777778
197,2096,GCM4,RCP45,-6.58383561643837,43.43,359.450633846154,143.771428571429,220.385277777778
197,2097,GCM4,RCP45,-6.37479452054795,27.57,358.959643076923,131.728571428571,220.385277777778
197,2098,GCM4,RCP45,-7.12794520547945,34.88,358.64772,131.057142857143,220.385277777778
197,2099,GCM4,RCP45,-7.07178082191781,28.49,360.182566153846,129.428571428571,220.385277777778
197,2100,GCM4,RCP45,-6.35698630136987,30.31,358.7566,126.828571428571,220.385277777778
197,2000,Hadley,RCP45,-11.138904109589,29.01,363.648827692308,98.4714285714285,220.385277777778
197,2001,Hadley,RCP45,-11.1156164383562,24.2,361.485476923077,103.942857142857,220.385277777778
197,2002,Hadley,RCP45,-11.3090410958904,29.59,363.340510769231,94.2571428571429,220.385277777778
197,2003,Hadley,RCP45,-11.3005479452055,31.86,360.483572307692,97.3571428571429,220.385277777778
197,2004,Hadley,RCP45,-12.0860273972603,31.35,359.111332307692,94.2,220.385277777778
197,2005,Hadley,RCP45,-10.1613698630137,31.52,362.875083076923,102.528571428571,220.385277777778
197,2006,Hadley,RCP45,-10.8397260273973,36.09,361.390018461539,112.385714285714,220.385277777778
197,2007,Hadley,RCP45,-11.1243835616438,35.2,363.151836923077,101.471428571429,220.385277777778
197,2008,Hadley,RCP45,-11.9983561643836,31.9,361.857107692308,106.542857142857,220.385277777778
197,2009,Hadley,RCP45,-12.1315068493151,42.87,362.028452307692,109.542857142857,220.385277777778
197,2010,Hadley,RCP45,-9.74383561643836,48.63,362.492815384615,99.6142857142857,220.385277777778
197,2090,Hadley,RCP45,-7.93835616438356,42.58,358.785418461538,128.914285714286,220.385277777778
197,2091,Hadley,RCP45,-8.24739726027398,42.04,360.09204,114.342857142857,220.385277777778
197,2092,Hadley,RCP45,-7.61890410958904,33.48,358.39272,129.457142857143,220.385277777778
197,2093,Hadley,RCP45,-7.74109589041096,22.84,358.143473846154,127.828571428571,220.385277777778
197,2094,Hadley,RCP45,-7.24602739726028,40.87,358.387006153846,130.228571428571,220.385277777778
197,2095,Hadley,RCP45,-8.32821917808219,50.81,359.409661538462,122.685714285714,220.385277777778
197,2096,Hadley,RCP45,-8.18712328767123,30.45,358.525433846154,122.814285714286,220.385277777778
197,2097,Hadley,RCP45,-8.32410958904109,33.02,357.70016,132.142857142857,220.385277777778
197,2098,Hadley,RCP45,-6.85671232876712,36.9,358.795507692308,128.4,220.385277777778
197,2099,Hadley,RCP45,-6.21534246575343,36.16,361.532058461538,128.114285714286,220.385277777778
197,2100,Hadley,RCP45,-7.74191780821918,32.21,359.370036923077,120.571428571429,220.385277777778
197,2000,RCM4,RCP85,-11.138904109589,29.01,363.648827692308,98.4714285714285,220.385277777778
197,2001,RCM4,RCP85,-11.1156164383562,24.2,361.485476923077,103.942857142857,220.385277777778
197,2002,RCM4,RCP85,-11.3090410958904,29.59,363.340510769231,94.2571428571429,220.385277777778
197,2003,RCM4,RCP85,-11.3005479452055,31.86,360.483572307692,97.3571428571429,220.385277777778
197,2004,RCM4,RCP85,-12.0860273972603,31.35,359.111332307692,94.2,220.385277777778
197,2005,RCM4,RCP85,-10.1613698630137,31.52,362.875083076923,102.528571428571,220.385277777778
197,2006,RCM4,RCP85,-10.8397260273973,35.96,361.390018461539,112.385714285714,220.385277777778
197,2007,RCM4,RCP85,-11.1243835616438,33.97,363.151836923077,101.471428571429,220.385277777778
197,2008,RCM4,RCP85,-11.9983561643836,31.9,361.857107692308,106.542857142857,220.385277777778
197,2009,RCM4,RCP85,-12.1315068493151,43.18,362.028452307692,109.542857142857,220.385277777778
197,2010,RCM4,RCP85,-9.74383561643836,48.63,362.492815384615,99.6142857142857,220.385277777778
197,2090,RCM4,RCP85,-5.1682191780822,48.18,360.172098461538,146.157142857143,220.385277777778
197,2091,RCM4,RCP85,-4.07945205479452,39.38,360.054935384616,164.342857142857,220.385277777778
197,2092,RCM4,RCP85,-5.19287671232877,54.48,360.634255384615,148.671428571429,220.385277777778
197,2093,RCM4,RCP85,-4.22,28.5,358.842123076923,160.285714285714,220.385277777778
197,2094,RCM4,RCP85,-4.33041095890412,41.53,359.425030769231,146.457142857143,220.385277777778
197,2095,RCM4,RCP85,-5.64575342465754,45.98,360.087107692308,132.828571428571,220.385277777778
197,2096,RCM4,RCP85,-5.27123287671233,38.05,361.582316923077,150.228571428571,220.385277777778
197,2097,RCM4,RCP85,-4.7054794520548,42.12,357.936809230769,136.771428571429,220.385277777778
197,2098,RCM4,RCP85,-5.8054794520548,38.95,359.8858,141.528571428571,220.385277777778
197,2099,RCM4,RCP85,-4.9758904109589,29.56,359.108738461539,142.328571428571,220.385277777778
197,2100,RCM4,RCP85,-3.02849315068494,44.21,359.074058461539,147.4,220.385277777778
197,2000,GCM4,RCP85,-11.138904109589,29.01,363.648827692308,98.4714285714285,220.385277777778
197,2001,GCM4,RCP85,-11.1156164383562,24.2,361.485476923077,103.942857142857,220.385277777778
197,2002,GCM4,RCP85,-11.3090410958904,29.59,363.340510769231,94.2571428571429,220.385277777778
197,2003,GCM4,RCP85,-11.3005479452055,31.86,360.483572307692,97.3571428571429,220.385277777778
197,2004,GCM4,RCP85,-12.0860273972603,31.35,359.111332307692,94.2,220.385277777778
197,2005,GCM4,RCP85,-10.1613698630137,31.52,362.875083076923,102.528571428571,220.385277777778
197,2006,GCM4,RCP85,-10.8397260273973,35.9,361.390018461539,112.385714285714,220.385277777778
197,2007,GCM4,RCP85,-11.1243835616438,34.45,363.151836923077,101.471428571429,220.385277777778
197,2008,GCM4,RCP85,-11.9983561643836,31.9,361.857107692308,106.542857142857,220.385277777778
197,2009,GCM4,RCP85,-12.1315068493151,43.61,362.028452307692,109.542857142857,220.385277777778
197,2010,GCM4,RCP85,-9.74383561643836,48.63,362.492815384615,99.6142857142857,220.385277777778
197,2090,GCM4,RCP85,-3.86986301369862,32.23,354.043950769231,142.642857142857,220.385277777778
197,2091,GCM4,RCP85,-3.3827397260274,36.34,355.522347692308,145.314285714286,220.385277777778
197,2092,GCM4,RCP85,-3.54986301369863,40.77,355.921227692308,149.857142857143,220.385277777778
197,2093,GCM4,RCP85,-4.75342465753424,42.6,354.341556923077,148.514285714286,220.385277777778
197,2094,GCM4,RCP85,-3.43616438356165,38.73,353.925664615385,144.342857142857,220.385277777778
197,2095,GCM4,RCP85,-4.19013698630137,43.85,357.737156923077,154.185714285714,220.385277777778
197,2096,GCM4,RCP85,-4.24986301369863,47.84,354.815492307692,154.557142857143,220.385277777778
197,2097,GCM4,RCP85,-3.74904109589041,51.74,357.919104615385,144.171428571429,220.385277777778
197,2098,GCM4,RCP85,-2.10410958904109,35.71,352.329636923077,162.542857142857,220.385277777778
197,2099,GCM4,RCP85,-4.52082191780823,43.72,356.455633846154,141.728571428572,220.385277777778
197,2100,GCM4,RCP85,-3.72904109589041,41.15,353.343596923077,145.271428571429,220.385277777778
197,2000,Hadley,RCP85,-11.138904109589,29.01,363.648827692308,98.4714285714285,220.385277777778
197,2001,Hadley,RCP85,-11.1156164383562,24.2,361.485476923077,103.942857142857,220.385277777778
197,2002,Hadley,RCP85,-11.3090410958904,29.59,363.340510769231,94.2571428571429,220.385277777778
197,2003,Hadley,RCP85,-11.3005479452055,31.86,360.483572307692,97.3571428571429,220.385277777778
197,2004,Hadley,RCP85,-12.0860273972603,31.35,359.111332307692,94.2,220.385277777778
197,2005,Hadley,RCP85,-10.1613698630137,31.52,362.875083076923,102.528571428571,220.385277777778
197,2006,Hadley,RCP85,-10.8397260273973,35.9,361.390018461539,112.385714285714,220.385277777778
197,2007,Hadley,RCP85,-11.1243835616438,32.27,363.151836923077,101.471428571429,220.385277777778
197,2008,Hadley,RCP85,-11.9983561643836,31.9,361.857107692308,106.542857142857,220.385277777778
197,2009,Hadley,RCP85,-12.1315068493151,43.24,362.028452307692,109.542857142857,220.385277777778
197,2010,Hadley,RCP85,-9.74383561643836,48.63,362.492815384615,99.6142857142857,220.385277777778
197,2090,Hadley,RCP85,-4.5572602739726,35.41,351.687086153846,140.828571428571,220.385277777778
197,2091,Hadley,RCP85,-4.07232876712328,52.07,348.949433846154,146.414285714286,220.385277777778
197,2092,Hadley,RCP85,-4.70712328767124,30.86,351.917390769231,145.171428571429,220.385277777778
197,2093,Hadley,RCP85,-3.85013698630137,53.37,351.877618461538,154.4,220.385277777778
197,2094,Hadley,RCP85,-3.52027397260274,45.56,351.705086153846,159.485714285714,220.385277777778
197,2095,Hadley,RCP85,-3.75260273972603,27.59,353.082504615385,150.542857142857,220.385277777778
197,2096,Hadley,RCP85,-3.47287671232877,41.64,347.78528,143.257142857143,220.385277777778
197,2097,Hadley,RCP85,-4.04082191780822,33.79,348.396550769231,155.228571428571,220.385277777778
197,2098,Hadley,RCP85,-3.78191780821918,31.83,351.969769230769,144.542857142857,220.385277777778
197,2099,Hadley,RCP85,-3.90246575342466,30.51,349.028184615385,148.142857142857,220.385277777778
197,2100,Hadley,RCP85,-3.46821917808219,34.84,350.570806153846,148.3,220.385277777778
198,2000,RCM4,RCP45,-15.2750684931507,29.43,364.037673846154,61.5142857142857,221.774166666667
198,2001,RCM4,RCP45,-14.7632876712329,30.03,361.445606153846,63.7857142857143,221.774166666667
198,2002,RCM4,RCP45,-15.1093150684931,27.82,363.990003076923,58.9142857142858,221.774166666667
198,2003,RCM4,RCP45,-14.7717808219178,30.09,362.217969230769,61.6714285714286,221.774166666667
198,2004,RCM4,RCP45,-15.4665753424657,25.84,359.453455384615,67.0142857142857,221.774166666667
198,2005,RCM4,RCP45,-13.0112328767123,29.49,363.914775384615,68.5428571428572,221.774166666667
198,2006,RCM4,RCP45,-13.9720547945206,30.38,362.748584615385,82.4571428571429,221.774166666667
198,2007,RCM4,RCP45,-14.2104109589041,29.09,364.029073846154,76.4,221.774166666667
198,2008,RCM4,RCP45,-14.9098630136986,30.85,363.678027692308,74.1571428571429,221.774166666667
198,2009,RCM4,RCP45,-14.981095890411,36.74,363.502621538462,78,221.774166666667
198,2010,RCM4,RCP45,-12.8101369863014,42.97,363.708803076923,76.4428571428571,221.774166666667
198,2090,RCM4,RCP45,-11.3175342465753,24.38,361.9206,99.0714285714285,221.774166666667
198,2091,RCM4,RCP45,-12.8830136986301,34.69,360.877070769231,97.4285714285714,221.774166666667
198,2092,RCM4,RCP45,-12.8594520547945,30.73,361.940966153846,92.5142857142857,221.774166666667
198,2093,RCM4,RCP45,-12.6939726027397,36.34,361.365058461539,95.0142857142856,221.774166666667
198,2094,RCM4,RCP45,-11.9076712328767,47.59,360.191923076923,94.3,221.774166666667
198,2095,RCM4,RCP45,-13.5772602739726,25.56,360.785593846154,92.7428571428571,221.774166666667
198,2096,RCM4,RCP45,-12.4641095890411,33.61,362.099209230769,90.1142857142857,221.774166666667
198,2097,RCM4,RCP45,-12.246301369863,38.85,360.393153846154,88.7285714285714,221.774166666667
198,2098,RCM4,RCP45,-12.853698630137,25.83,362.098704615385,99.9571428571429,221.774166666667
198,2099,RCM4,RCP45,-12.3345205479452,24.48,361.537584615385,107.2,221.774166666667
198,2100,RCM4,RCP45,-12.8460273972603,29.01,359.872366153846,84.0714285714286,221.774166666667
198,2000,GCM4,RCP45,-15.2750684931507,29.43,364.037673846154,61.5142857142857,221.774166666667
198,2001,GCM4,RCP45,-14.7632876712329,32.81,361.445606153846,63.7857142857143,221.774166666667
198,2002,GCM4,RCP45,-15.1093150684931,27.82,363.990003076923,58.9142857142858,221.774166666667
198,2003,GCM4,RCP45,-14.7717808219178,30.09,362.217969230769,61.6714285714286,221.774166666667
198,2004,GCM4,RCP45,-15.4665753424657,25.84,359.453455384615,67.0142857142857,221.774166666667
198,2005,GCM4,RCP45,-13.0112328767123,29.49,363.914775384615,68.5428571428572,221.774166666667
198,2006,GCM4,RCP45,-13.9720547945206,30.38,362.748584615385,82.4571428571429,221.774166666667
198,2007,GCM4,RCP45,-14.2104109589041,29.19,364.029073846154,76.4,221.774166666667
198,2008,GCM4,RCP45,-14.9098630136986,30.58,363.678027692308,74.1571428571429,221.774166666667
198,2009,GCM4,RCP45,-14.981095890411,36.87,363.502621538462,78,221.774166666667
198,2010,GCM4,RCP45,-12.8101369863014,44.39,363.708803076923,76.4428571428571,221.774166666667
198,2090,GCM4,RCP45,-11.2512328767123,39.75,359.204741538462,114.014285714286,221.774166666667
198,2091,GCM4,RCP45,-11.4468493150685,33.42,357.864621538462,104.642857142857,221.774166666667
198,2092,GCM4,RCP45,-10.8556164383562,38.7,359.407424615385,103.114285714286,221.774166666667
198,2093,GCM4,RCP45,-11.2898630136986,20.96,357.121289230769,107.557142857143,221.774166666667
198,2094,GCM4,RCP45,-10.5706849315068,38.03,357.78988,94.6,221.774166666667
198,2095,GCM4,RCP45,-11.1739726027397,32.51,359.264504615385,93.1714285714285,221.774166666667
198,2096,GCM4,RCP45,-11.6389041095891,44.54,357.624729230769,97.8142857142857,221.774166666667
198,2097,GCM4,RCP45,-10.7783561643836,31.01,360.295624615385,97.7142857142857,221.774166666667
198,2098,GCM4,RCP45,-11.8115068493151,29.02,359.921123076923,98.2285714285715,221.774166666667
198,2099,GCM4,RCP45,-12.8164383561644,22.47,358.944787692308,108.414285714286,221.774166666667
198,2100,GCM4,RCP45,-13.0430136986301,18.78,359.075618461538,92,221.774166666667
198,2000,Hadley,RCP45,-15.2750684931507,29.43,364.037673846154,61.5142857142857,221.774166666667
198,2001,Hadley,RCP45,-14.7632876712329,28.59,361.445606153846,63.7857142857143,221.774166666667
198,2002,Hadley,RCP45,-15.1093150684931,27.82,363.990003076923,58.9142857142858,221.774166666667
198,2003,Hadley,RCP45,-14.7717808219178,30.09,362.217969230769,61.6714285714286,221.774166666667
198,2004,Hadley,RCP45,-15.4665753424657,25.84,359.453455384615,67.0142857142857,221.774166666667
198,2005,Hadley,RCP45,-13.0112328767123,29.49,363.914775384615,68.5428571428572,221.774166666667
198,2006,Hadley,RCP45,-13.9720547945206,30.77,362.748584615385,82.4571428571429,221.774166666667
198,2007,Hadley,RCP45,-14.2104109589041,32.69,364.029073846154,76.4,221.774166666667
198,2008,Hadley,RCP45,-14.9098630136986,30.77,363.678027692308,74.1571428571429,221.774166666667
198,2009,Hadley,RCP45,-14.981095890411,36.35,363.502621538462,78,221.774166666667
198,2010,Hadley,RCP45,-12.8101369863014,44.27,363.708803076923,76.4428571428571,221.774166666667
198,2090,Hadley,RCP45,-9.86931506849315,27.38,359.988067692308,109.857142857143,221.774166666667
198,2091,Hadley,RCP45,-10.0402739726027,40.92,360.442286153846,112.171428571429,221.774166666667
198,2092,Hadley,RCP45,-10.8246575342466,37.36,360.969169230769,98.1428571428572,221.774166666667
198,2093,Hadley,RCP45,-10.2690410958904,29.48,359.640070769231,106.714285714286,221.774166666667
198,2094,Hadley,RCP45,-10.5320547945206,27.04,360.393076923077,101.5,221.774166666667
198,2095,Hadley,RCP45,-11.187397260274,41.97,358.766504615385,102.957142857143,221.774166666667
198,2096,Hadley,RCP45,-10.267397260274,44.96,358.981470769231,107.928571428571,221.774166666667
198,2097,Hadley,RCP45,-10.3476712328767,41.69,360.603803076923,99.5857142857142,221.774166666667
198,2098,Hadley,RCP45,-9.83753424657534,29.75,361.042070769231,98.3857142857143,221.774166666667
198,2099,Hadley,RCP45,-11.5232876712329,35.15,360.411704615385,95.6428571428572,221.774166666667
198,2100,Hadley,RCP45,-10.6717808219178,28.54,358.742033846154,120.714285714286,221.774166666667
198,2000,RCM4,RCP85,-15.2750684931507,29.43,364.037673846154,61.5142857142857,221.774166666667
198,2001,RCM4,RCP85,-14.7632876712329,31.68,361.445606153846,63.7857142857143,221.774166666667
198,2002,RCM4,RCP85,-15.1093150684931,27.82,363.990003076923,58.9142857142858,221.774166666667
198,2003,RCM4,RCP85,-14.7717808219178,30.09,362.217969230769,61.6714285714286,221.774166666667
198,2004,RCM4,RCP85,-15.4665753424657,25.84,359.453455384615,67.0142857142857,221.774166666667
198,2005,RCM4,RCP85,-13.0112328767123,29.49,363.914775384615,68.5428571428572,221.774166666667
198,2006,RCM4,RCP85,-13.9720547945206,30.38,362.748584615385,82.4571428571429,221.774166666667
198,2007,RCM4,RCP85,-14.2104109589041,33.46,364.029073846154,76.4,221.774166666667
198,2008,RCM4,RCP85,-14.9098630136986,30.58,363.678027692308,74.1571428571429,221.774166666667
198,2009,RCM4,RCP85,-14.981095890411,35.94,363.502621538462,78,221.774166666667
198,2010,RCM4,RCP85,-12.8101369863014,43.3,363.708803076923,76.4428571428571,221.774166666667
198,2090,RCM4,RCP85,-9.71753424657534,45.88,357.980406153846,116.9,221.774166666667
198,2091,RCM4,RCP85,-9.28767123287671,41.66,359.903107692308,132.471428571429,221.774166666667
198,2092,RCM4,RCP85,-8.42246575342466,56.52,356.381504615385,137.214285714286,221.774166666667
198,2093,RCM4,RCP85,-9.06712328767122,35.16,360.935753846154,136.442857142857,221.774166666667
198,2094,RCM4,RCP85,-9.48794520547946,32.84,358.203095384615,126.871428571429,221.774166666667
198,2095,RCM4,RCP85,-9.41534246575342,48.2,359.913353846154,131.057142857143,221.774166666667
198,2096,RCM4,RCP85,-9.27424657534246,48.82,360.901941538462,124.985714285714,221.774166666667
198,2097,RCM4,RCP85,-9.04383561643836,35.16,360.427550769231,128.128571428571,221.774166666667
198,2098,RCM4,RCP85,-9.48328767123287,37.67,358.055710769231,122.9,221.774166666667
198,2099,RCM4,RCP85,-8.88109589041097,37.38,358.660067692308,128.5,221.774166666667
198,2100,RCM4,RCP85,-9.10876712328768,32.42,359.044329230769,129.557142857143,221.774166666667
198,2000,GCM4,RCP85,-15.2750684931507,29.43,364.037673846154,61.5142857142857,221.774166666667
198,2001,GCM4,RCP85,-14.7632876712329,36.86,361.445606153846,63.7857142857143,221.774166666667
198,2002,GCM4,RCP85,-15.1093150684931,27.82,363.990003076923,58.9142857142858,221.774166666667
198,2003,GCM4,RCP85,-14.7717808219178,30.09,362.217969230769,61.6714285714286,221.774166666667
198,2004,GCM4,RCP85,-15.4665753424657,25.84,359.453455384615,67.0142857142857,221.774166666667
198,2005,GCM4,RCP85,-13.0112328767123,29.49,363.914775384615,68.5428571428572,221.774166666667
198,2006,GCM4,RCP85,-13.9720547945206,30.38,362.748584615385,82.4571428571429,221.774166666667
198,2007,GCM4,RCP85,-14.2104109589041,33.03,364.029073846154,76.4,221.774166666667
198,2008,GCM4,RCP85,-14.9098630136986,30.58,363.678027692308,74.1571428571429,221.774166666667
198,2009,GCM4,RCP85,-14.981095890411,37.41,363.502621538462,78,221.774166666667
198,2010,GCM4,RCP85,-12.8101369863014,42.94,363.708803076923,76.4428571428571,221.774166666667
198,2090,GCM4,RCP85,-6.72054794520548,50.55,352.199332307692,136.871428571429,221.774166666667
198,2091,GCM4,RCP85,-7.16219178082192,35.11,351.358603076923,126.4,221.774166666667
198,2092,GCM4,RCP85,-7.26136986301371,30.66,356.524021538462,126.314285714286,221.774166666667
198,2093,GCM4,RCP85,-7.83972602739725,42.95,353.487889230769,118.757142857143,221.774166666667
198,2094,GCM4,RCP85,-7.94,34.57,355.88224,137.557142857143,221.774166666667
198,2095,GCM4,RCP85,-7.83205479452055,36.61,357.9396,133.685714285714,221.774166666667
198,2096,GCM4,RCP85,-7.36273972602739,26.87,353.08124,143.314285714286,221.774166666667
198,2097,GCM4,RCP85,-8.14520547945205,29.61,353.113633846154,132.828571428571,221.774166666667
198,2098,GCM4,RCP85,-6.57452054794521,40.85,348.882713846154,143.2,221.774166666667
198,2099,GCM4,RCP85,-8.18,27.79,354.673763076923,127.328571428571,221.774166666667
198,2100,GCM4,RCP85,-8.30712328767123,33.59,356.821043076923,135.157142857143,221.774166666667
198,2000,Hadley,RCP85,-15.2750684931507,29.43,364.037673846154,61.5142857142857,221.774166666667
198,2001,Hadley,RCP85,-14.7632876712329,31.08,361.445606153846,63.7857142857143,221.774166666667
198,2002,Hadley,RCP85,-15.1093150684931,27.82,363.990003076923,58.9142857142858,221.774166666667
198,2003,Hadley,RCP85,-14.7717808219178,30.09,362.217969230769,61.6714285714286,221.774166666667
198,2004,Hadley,RCP85,-15.4665753424657,25.84,359.453455384615,67.0142857142857,221.774166666667
198,2005,Hadley,RCP85,-13.0112328767123,29.49,363.914775384615,68.5428571428572,221.774166666667
198,2006,Hadley,RCP85,-13.9720547945206,30.77,362.748584615385,82.4571428571429,221.774166666667
198,2007,Hadley,RCP85,-14.2104109589041,30.84,364.029073846154,76.4,221.774166666667
198,2008,Hadley,RCP85,-14.9098630136986,32.38,363.678027692308,74.1571428571429,221.774166666667
198,2009,Hadley,RCP85,-14.981095890411,36.3,363.502621538462,78,221.774166666667
198,2010,Hadley,RCP85,-12.8101369863014,43.74,363.708803076923,76.4428571428571,221.774166666667
198,2090,Hadley,RCP85,-6.08794520547945,39.92,353.471701538462,131.671428571429,221.774166666667
198,2091,Hadley,RCP85,-6.78712328767123,44.89,351.119510769231,124.257142857143,221.774166666667
198,2092,Hadley,RCP85,-6.84109589041097,26.7,352.656396923077,131.942857142857,221.774166666667
198,2093,Hadley,RCP85,-6.12630136986302,29.23,353.368384615385,134.8,221.774166666667
198,2094,Hadley,RCP85,-7.83917808219178,29.51,351.173061538462,128.614285714286,221.774166666667
198,2095,Hadley,RCP85,-7.37616438356165,33.54,346.814427692308,129.1,221.774166666667
198,2096,Hadley,RCP85,-5.07205479452055,29.25,353.292769230769,132.685714285714,221.774166666667
198,2097,Hadley,RCP85,-7.2854794520548,26.97,349.74196,133.828571428571,221.774166666667
198,2098,Hadley,RCP85,-5.91205479452054,27.68,353.304123076923,144.257142857143,221.774166666667
198,2099,Hadley,RCP85,-5.93452054794521,54.53,352.141987692308,134.242857142857,221.774166666667
198,2100,Hadley,RCP85,-5.74219178082192,33.63,354.100544615385,132.314285714286,221.774166666667
199,2000,RCM4,RCP45,-13.2378082191781,23.46,362.306396923077,87.4285714285715,214.288055555556
199,2001,RCM4,RCP45,-11.0843835616438,21.21,362.050646153846,101.357142857143,214.288055555556
199,2002,RCM4,RCP45,-10.6501369863014,29.94,362.688886153846,101.8,214.288055555556
199,2003,RCM4,RCP45,-11.5893150684932,25.68,362.622821538462,95.0285714285715,214.288055555556
199,2004,RCM4,RCP45,-13.8128767123288,19.53,361.335129230769,94.0714285714286,214.288055555556
199,2005,RCM4,RCP45,-10.9558904109589,30.29,363.701843076923,102.057142857143,214.288055555556
199,2006,RCM4,RCP45,-10.4153424657534,11.64,361.593504615385,115.357142857143,214.288055555556
199,2007,RCM4,RCP45,-12.4717808219178,13.67,362.804393846154,98.7285714285714,214.288055555556
199,2008,RCM4,RCP45,-12.2457534246575,21.79,361.704830769231,92.5571428571429,214.288055555556
199,2009,RCM4,RCP45,-12.132602739726,23.65,363.731083076923,110.085714285714,214.288055555556
199,2010,RCM4,RCP45,-10.0378082191781,25.49,362.233196923077,113.6,214.288055555556
199,2090,RCM4,RCP45,-7.87534246575343,30.9,361.228523076923,128.285714285714,214.288055555556
199,2091,RCM4,RCP45,-7.31068493150685,32.59,362.317110769231,127.985714285714,214.288055555556
199,2092,RCM4,RCP45,-8.10328767123288,24.63,360.367378461538,121.057142857143,214.288055555556
199,2093,RCM4,RCP45,-8.46082191780823,23.42,361.841732307692,112.757142857143,214.288055555556
199,2094,RCM4,RCP45,-8.48356164383561,26.16,361.266956923077,116.271428571429,214.288055555556
199,2095,RCM4,RCP45,-7.34136986301371,29.63,361.691292307692,129.257142857143,214.288055555556
199,2096,RCM4,RCP45,-6.24383561643836,24.76,361.421033846154,129.385714285714,214.288055555556
199,2097,RCM4,RCP45,-6.48712328767124,31.47,361.312227692308,139.1,214.288055555556
199,2098,RCM4,RCP45,-7.76849315068492,39.88,362.335501538461,128.471428571429,214.288055555556
199,2099,RCM4,RCP45,-7.51917808219179,33.46,361.522058461538,131.914285714286,214.288055555556
199,2100,RCM4,RCP45,-7.04438356164383,33.62,362.218270769231,129.814285714286,214.288055555556
199,2000,GCM4,RCP45,-13.2378082191781,23.46,362.306396923077,87.4285714285715,214.288055555556
199,2001,GCM4,RCP45,-11.0843835616438,21.21,362.050646153846,101.357142857143,214.288055555556
199,2002,GCM4,RCP45,-10.6501369863014,29.94,362.688886153846,101.8,214.288055555556
199,2003,GCM4,RCP45,-11.5893150684932,25.68,362.622821538462,95.0285714285715,214.288055555556
